Player,Year,Age,IP,Breaking PC,PC,FBv,SL%,CB%,SIv,Day to Day,10-day DL,15-day DL,60-day DL,Injured
"Colon, Bartolo",2017,44,143.0,166,2286,90.3,7.3,,87.1,0.0,0.0,0.0,0.0,No
"Sabathia, CC",2017,36,148.2,726,2340,89.2,31.1,,90.7,0.0,0.0,0.0,0.0,No
"Dickey, R.A.",2017,42,190.0,0,2924,83.6,,,,0.0,0.0,0.0,0.0,No
"Lackey, John",2017,38,170.2,205,2772,91.0,,7.4,90.7,0.0,0.0,0.0,0.0,No
"Wainwright, Adam",2017,35,123.1,556,2155,90.1,,26.2,89.7,0.0,0.0,0.0,0.0,No
"Greinke, Zack",2017,33,202.1,1116,3163,90.8,22.7,13.0,90.7,0.0,0.0,0.0,0.0,No
"Santana, Ervin",2017,34,211.1,1193,3235,93.2,36.9,,92.3,0.0,0.0,0.0,0.0,No
"Cain, Matt",2017,32,124.1,697,2083,89.3,10.7,23.1,89.0,0.0,0.0,0.0,0.0,No
"Hamels, Cole",2017,33,148.0,299,2312,92.1,,12.9,91.9,0.0,0.0,0.0,1.0,Yes
"Verlander, Justin",2017,34,206.0,1323,3531,95.3,21.5,16.0,95.6,0.0,0.0,0.0,0.0,No
"Jiménez, Ubaldo",2017,33,142.2,627,2587,90.8,20.0,4.3,90.4,0.0,0.0,0.0,0.0,No
"Hammel, Jason",2017,34,180.1,1395,3029,92.2,36.9,9.5,92.1,0.0,0.0,0.0,0.0,No
"Nolasco, Ricky",2017,34,181.0,1130,3091,91.0,27.3,9.3,90.8,0.0,0.0,0.0,0.0,No
"Chavez, Jesse",2017,33,138.0,556,2312,91.2,16.0,8.1,91.9,0.0,0.0,0.0,0.0,No
"Kluber, Corey",2017,31,203.2,824,2945,92.7,,28.1,92.5,1.0,0.0,0.0,0.0,Yes
"Hill, Rich",2017,37,135.2,870,2224,89.2,0.0,39.1,87.9,0.0,0.0,0.0,0.0,No
"Shields, James",2017,35,117.0,402,2016,90.2,,21.0,89.8,0.0,0.0,0.0,0.0,No
"Garcia, Jaime",2017,30,157.0,496,2430,90.8,13.6,6.9,90.8,0.0,0.0,0.0,0.0,No
"Morton, Charlie",2017,33,146.2,677,2387,95.7,,28.5,94.9,0.0,0.0,0.0,0.0,No
"Vargas, Jason",2017,34,179.2,593,2925,85.7,,20.3,85.6,0.0,0.0,0.0,0.0,No
"Gallardo, Yovani",2017,31,130.2,894,2291,92.4,21.6,17.6,92.0,0.0,0.0,0.0,0.0,No
"Lester, Jon",2017,33,180.2,410,3131,91.4,,13.1,90.3,0.0,0.0,0.0,0.0,No
"Kennedy, Ian",2017,32,154.0,735,2641,92.0,12.2,15.7,92.1,1.0,0.0,0.0,0.0,Yes
"Scherzer, Max",2017,32,200.2,911,3111,94.0,21.2,8.2,93.5,0.0,0.0,0.0,0.0,No
"Richard, Clayton",2017,33,197.1,612,3045,90.8,20.3,,90.1,0.0,0.0,0.0,0.0,No
"Arrieta, Jake",2017,31,168.1,771,2743,92.2,14.0,14.3,92.2,1.0,0.0,1.0,0.0,Yes
"Gonzalez, Miguel",2017,33,156.0,964,2531,90.9,21.4,16.7,91.3,0.0,0.0,0.0,0.0,No
"Cueto, Johnny",2017,31,147.1,580,2533,91.3,23.0,0.1,91.1,1.0,0.0,0.0,0.0,Yes
"Happ, J.A.",2017,34,145.1,436,2487,92.6,12.3,5.3,90.7,0.0,0.0,0.0,0.0,No
"Lynn, Lance",2017,30,186.1,151,3151,92.4,,4.8,91.4,0.0,0.0,0.0,0.0,No
"Tomlin, Josh",2017,32,141.0,500,2088,87.8,,24.1,87.7,0.0,0.0,0.0,0.0,No
"Pelfrey, Mike",2017,33,120.0,620,2291,92.7,12.2,15.0,91.9,0.0,0.0,0.0,0.0,No
"Gonzalez, Gio",2017,31,201.0,830,3364,90.0,,24.7,89.3,0.0,0.0,0.0,0.0,No
"Estrada, Marco",2017,33,186.0,251,3246,89.8,,7.7,,0.0,0.0,0.0,0.0,No
"Nova, Iván",2017,30,187.0,570,2677,93.1,,22.1,92.5,0.0,0.0,0.0,0.0,No
"Chacín, Jhoulys",2017,29,180.1,1142,2937,91.4,35.2,4.1,91.1,0.0,0.0,0.0,0.0,No
"Carrasco, Carlos",2017,30,200.0,1050,3058,94.3,16.6,18.0,93.4,1.0,0.0,0.0,0.0,Yes
"Hellickson, Jeremy",2017,30,164.0,329,2618,90.1,,12.6,90.2,0.0,0.0,0.0,0.0,No
"Kershaw, Clayton",2017,29,175.0,1260,2521,92.8,34.7,16.8,94.6,0.0,0.0,0.0,0.0,No
"Cashner, Andrew",2017,30,166.2,516,2636,93.8,11.3,8.3,93.1,2.0,0.0,0.0,0.0,Yes
"Miley, Wade",2017,30,157.1,657,3054,91.4,11.2,10.3,90.5,0.0,0.0,0.0,0.0,No
"Garza, Matt",2017,33,114.2,643,1910,92.0,23.2,10.5,91.5,0.0,0.0,0.0,0.0,No
"Ramírez, JC",2017,28,147.1,1123,2303,95.6,32.7,16.3,95.6,0.0,0.0,0.0,0.0,No
"Quintana, Jose",2017,28,188.2,699,3176,92.2,,22.1,92.1,0.0,0.0,0.0,0.0,No
"Archer, Chris",2017,28,201.0,1512,3406,95.5,44.5,,,0.0,0.0,0.0,0.0,No
"Gibson, Kyle",2017,29,158.0,719,2610,92.6,17.2,10.3,91.8,0.0,0.0,0.0,0.0,No
"Cobb, Alex",2017,29,179.1,969,2849,91.1,,34.1,91.7,0.0,0.0,0.0,0.0,No
"Samardzija, Jeff",2017,32,207.2,1090,3273,94.3,18.8,14.6,94.3,0.0,0.0,0.0,0.0,No
"Leake, Mike",2017,29,186.0,561,2779,90.6,14.0,6.7,90.2,0.0,0.0,0.0,0.0,No
"Anderson, Chase",2017,29,141.1,412,2254,93.2,,18.3,92.7,0.0,0.0,0.0,0.0,No
"Holland, Derek",2017,30,135.0,849,2460,91.3,12.0,22.5,91.0,0.0,0.0,0.0,0.0,No
"Peacock, Brad",2017,29,132.0,160,2248,92.6,,7.1,91.8,0.0,0.0,0.0,0.0,No
"Darvish, Yu",2017,30,186.2,183,3054,94.3,0.1,5.9,93.4,0.0,0.0,0.0,0.0,No
"Duffy, Danny",2017,28,146.1,676,2277,92.8,29.1,0.7,93.0,0.0,0.0,0.0,0.0,No
"Moore, Matt",2017,28,174.1,508,2875,91.9,,17.7,,0.0,0.0,0.0,0.0,No
"Nelson, Jimmy",2017,28,175.1,992,2752,94.1,16.5,19.5,93.7,0.0,0.0,0.0,0.0,No
"Pomeranz, Drew",2017,28,173.2,1125,3080,91.4,,36.9,89.2,0.0,0.0,0.0,0.0,No
"Porcello, Rick",2017,28,203.1,1093,3383,92.1,16.9,15.5,89.7,0.0,0.0,0.0,0.0,No
"Sale, Chris",2017,28,214.1,1127,3428,94.8,32.9,,93.6,0.0,0.0,0.0,0.0,No
"Zimmermann, Jordan",2017,31,160.0,1053,2644,92.2,24.3,15.6,92.4,1.0,0.0,1.0,0.0,Yes
"Pérez, Martín",2017,26,185.0,646,3097,93.2,9.6,11.3,93.0,0.0,0.0,0.0,0.0,No
"Teheran, Julio",2017,26,188.1,879,3074,91.4,19.7,9.0,91.1,0.0,0.0,0.0,0.0,No
"Adleman, Tim",2017,29,122.1,316,2088,90.0,,15.2,90.0,0.0,0.0,0.0,0.0,No
"Ramírez, Erasmo",2017,27,131.1,219,1998,92.2,10.7,0.3,91.5,0.0,0.0,0.0,0.0,No
"Chatwood, Tyler",2017,27,147.2,271,2461,94.8,,11.0,94.3,0.0,0.0,0.0,0.0,No
"Cole, Gerrit",2017,26,203.0,966,3298,95.9,17.4,12.1,95.6,0.0,0.0,0.0,0.0,No
"Gray, Sonny",2017,27,162.1,790,2664,93.4,16.3,13.6,91.7,0.0,0.0,0.0,0.0,No
"Hendricks, Kyle",2017,27,139.2,180,2276,86.0,,7.9,85.7,0.0,0.0,0.0,0.0,No
"Montgomery, Mike",2017,27,130.2,495,2075,92.3,,23.9,,0.0,0.0,0.0,0.0,No
"Odorizzi, Jake",2017,27,143.1,426,2627,91.5,10.4,5.8,,0.0,0.0,0.0,0.0,No
"Roark, Tanner",2017,30,181.1,1010,3216,92.5,16.5,15.0,92.2,0.0,0.0,0.0,0.0,No
"Strasburg, Stephen",2017,28,175.1,738,2742,95.4,5.8,21.8,95.0,0.0,0.0,0.0,0.0,No
"Bauer, Trevor",2017,26,176.1,947,3148,94.1,,30.1,93.5,0.0,0.0,0.0,0.0,No
"Tanaka, Masahiro",2017,28,178.1,1059,2810,92.3,31.8,5.9,91.4,0.0,0.0,0.0,0.0,No
"Ryu, Hyun Jin",2017,30,126.2,416,2128,90.4,4.0,15.7,89.6,0.0,0.0,0.0,0.0,No
"Ureña, José",2017,25,169.2,684,2882,95.8,23.8,,95.5,0.0,0.0,0.0,0.0,No
"Boyd, Matthew",2017,26,135.0,694,2356,92.6,11.6,18.1,91.5,0.0,0.0,0.0,0.0,No
"Corbin, Patrick",2017,27,189.2,1155,3084,92.3,37.6,,92.2,0.0,0.0,0.0,0.0,No
"Fiers, Mike",2017,32,153.1,652,2630,89.5,5.5,19.3,89.5,0.0,0.0,0.0,0.0,No
"Paxton, James",2017,28,136.0,484,2268,95.5,,21.4,,0.0,0.0,0.0,0.0,No
"Keuchel, Dallas",2017,29,145.2,411,2194,88.8,18.8,,88.7,0.0,0.0,0.0,0.0,No
"Straily, Dan",2017,28,181.2,979,3085,90.5,29.1,3.0,90.3,0.0,0.0,0.0,0.0,No
"Stroman, Marcus",2017,26,201.0,25,3140,94.0,,0.8,93.3,0.0,0.0,0.0,0.0,No
"Foltynewicz, Mike",2017,25,154.0,942,2770,95.3,22.5,11.6,95.3,0.0,0.0,0.0,0.0,No
"Gausman, Kevin",2017,26,186.2,465,3357,94.9,13.9,,90.4,0.0,0.0,0.0,0.0,No
"Ray, Robbie",2017,25,162.0,1105,2715,94.2,21.2,19.6,93.4,0.0,0.0,0.0,0.0,No
"Taillon, Jameson",2017,25,133.2,602,2322,95.3,,26.0,95.0,1.0,0.0,0.0,0.0,Yes
"Walker, Taijuan",2017,24,157.1,343,2743,93.7,,12.5,93.1,0.0,0.0,0.0,0.0,No
"Williams, Trevor",2017,25,150.1,442,2423,92.7,16.3,1.9,90.3,0.0,0.0,0.0,0.0,No
"Martinez, Carlos",2017,25,205.0,858,3132,96.3,25.9,1.6,94.9,0.0,0.0,0.0,0.0,No
"Rodriguez, Eduardo",2017,24,137.1,194,2462,93.2,7.9,,92.4,0.0,0.0,0.0,0.0,No
"deGrom, Jacob",2017,29,201.1,1018,3168,95.2,22.2,10.0,94.7,2.0,0.0,0.0,1.0,Yes
"Eickhoff, Jerad",2017,26,128.0,1064,2133,90.4,17.2,32.8,90.2,0.0,0.0,0.0,0.0,No
"Pivetta, Nick",2017,24,133.0,728,2439,94.5,15.1,14.8,93.8,0.0,0.0,0.0,0.0,No
"Bundy, Dylan",2017,24,169.2,923,2819,92.2,22.5,10.3,91.8,0.0,0.0,0.0,0.0,No
"Cotton, Jharel",2017,25,129.0,673,2173,93.2,22.5,8.6,92.7,2.0,0.0,0.0,0.0,Yes
"Davies, Zach",2017,24,191.1,475,3089,,,15.5,89.7,0.0,0.0,0.0,0.0,No
"Fulmer, Michael",2017,24,164.2,14,2479,95.6,0.1,0.5,95.9,1.0,0.0,0.0,0.0,Yes
"Nola, Aaron",2017,24,168.0,820,2665,92.3,,30.8,91.4,0.0,0.0,0.0,0.0,No
"Snell, Blake",2017,24,129.1,542,2278,94.3,13.8,10.1,,0.0,0.0,0.0,0.0,No
"Perdomo, Luis",2017,24,163.2,817,2558,94.3,32.0,,93.9,0.0,0.0,0.0,0.0,No
"Montero, Rafael",2017,26,119.0,551,2219,93.9,24.9,,93.1,0.0,0.0,0.0,0.0,No
"Gsellman, Robert",2017,23,119.2,556,2049,93.1,15.6,11.5,92.7,0.0,0.0,0.0,0.0,No
"Biagini, Joe",2017,27,119.2,415,1936,93.3,,21.5,93.8,0.0,0.0,0.0,0.0,No
"Freeland, Kyle",2017,24,156.0,754,2573,92.2,25.7,3.8,91.8,0.0,0.0,0.0,0.0,No
"Wacha, Michael",2017,25,165.2,308,2690,95.1,,11.5,95.1,0.0,0.0,0.0,0.0,No
"Márquez, Germán",2017,22,162.0,774,2661,95.0,3.8,25.4,94.3,0.0,0.0,0.0,0.0,No
"McCullers Jr., Lance",2017,23,118.2,952,2014,94.2,,47.6,94.1,0.0,0.0,0.0,0.0,No
"Berríos, José",2017,23,145.2,0,2388,93.9,,,93.2,0.0,0.0,0.0,0.0,No
"Blach, Ty",2017,26,163.2,409,2519,89.7,5.8,10.5,90.1,0.0,0.0,0.0,0.0,No
"Wood, Alex",2017,26,152.1,544,2260,,,24.2,91.9,0.0,0.0,0.0,0.0,No
"Senzatela, Antonio",2017,22,134.2,558,2217,94.3,22.1,3.1,,0.0,0.0,0.0,0.0,No
"Severino, Luis",2017,23,193.1,1081,3082,97.5,35.1,,,0.0,0.0,0.0,0.0,No
"Maeda, Kenta",2017,29,134.1,837,2181,92.0,24.5,14.0,90.4,0.0,0.0,0.0,0.0,No
"Manaea, Sean",2017,25,158.2,465,2688,,17.4,,91.7,1.0,0.0,0.0,1.0,Yes
"Kuhl, Chad",2017,24,157.1,717,2686,95.6,20.6,6.2,95.3,0.0,0.0,0.0,0.0,No
"Godley, Zack",2017,27,155.0,868,2436,90.7,,35.9,91.5,0.0,0.0,0.0,0.0,No
"Montgomery, Jordan",2017,24,155.1,990,2527,91.9,13.1,26.1,91.7,0.0,0.0,0.0,0.0,No
"Miranda, Aríel",2017,28,160.0,681,2662,92.1,25.6,,,0.0,0.0,0.0,0.0,No
"Colon, Bartolo",2018,45,146.1,164,2228,89.3,7.4,,86.9,2.0,0.0,0.0,0.0,Yes
"Sabathia, CC",2018,37,153.0,774,2507,90.2,30.9,,90.1,0.0,0.0,0.0,0.0,No
"Greinke, Zack",2018,34,207.2,905,3212,89.5,17.7,11.2,90.0,0.0,0.0,0.0,0.0,No
"Hamels, Cole",2018,34,190.2,550,3061,92.4,4.9,13.1,91.4,1.0,0.0,0.0,0.0,Yes
"Hernandez, Felix",2018,32,155.2,832,2565,89.6,4.0,28.5,89.2,0.0,1.0,0.0,0.0,Yes
"Verlander, Justin",2018,35,214.0,1257,3427,95.0,22.3,14.5,,0.0,0.0,0.0,0.0,No
"Liriano, Francisco",2018,34,133.2,750,2265,91.9,33.0,0.2,92.0,1.0,0.0,0.0,0.0,Yes
"Hammel, Jason",2018,35,127.0,916,2073,91.9,37.7,6.6,91.7,0.0,0.0,0.0,0.0,No
"Sánchez, Aníbal",2018,34,136.2,301,2130,90.4,4.9,9.3,91.1,0.0,0.0,0.0,0.0,No
"Kluber, Corey",2018,32,215.0,691,3181,92.0,,22.5,92.0,1.0,0.0,0.0,0.0,Yes
"Hill, Rich",2018,38,132.2,757,2104,89.4,0.2,35.8,86.8,0.0,0.0,0.0,0.0,No
"Shields, James",2018,36,204.2,629,3306,89.5,,19.7,89.0,0.0,0.0,0.0,0.0,No
"Guerra, Junior",2018,33,141.0,340,2306,93.1,12.4,2.4,93.4,0.0,0.0,0.0,0.0,No
"Morton, Charlie",2018,34,167.0,786,2688,96.1,,29.3,95.1,0.0,0.0,0.0,0.0,No
"Lester, Jon",2018,34,181.2,489,3121,91.0,,15.7,90.2,0.0,0.0,0.0,0.0,No
"Kennedy, Ian",2018,33,119.2,429,2060,91.9,1.5,19.4,91.6,0.0,0.0,0.0,0.0,No
"LeBlanc, Wade",2018,33,162.0,222,2448,86.2,0.1,9.0,86.3,0.0,0.0,0.0,0.0,No
"Scherzer, Max",2018,33,220.2,851,3493,94.4,16.6,7.9,,0.0,0.0,0.0,0.0,No
"Richard, Clayton",2018,34,158.2,675,2387,90.3,28.4,,90.0,0.0,0.0,0.0,0.0,No
"Arrieta, Jake",2018,32,172.2,936,2760,92.4,23.6,10.3,93.0,0.0,0.0,0.0,0.0,No
"Price, David",2018,32,176.0,79,2716,92.7,,2.9,92.7,2.0,0.0,0.0,0.0,Yes
"Happ, J.A.",2018,35,177.2,439,3051,92.3,12.7,1.7,90.4,0.0,0.0,0.0,0.0,No
"Lynn, Lance",2018,31,156.2,267,2942,93.7,,9.1,92.3,0.0,0.0,0.0,0.0,No
"Gonzalez, Gio",2018,32,171.0,624,3022,90.1,,20.7,89.3,0.0,0.0,0.0,0.0,No
"Estrada, Marco",2018,34,143.2,191,2500,88.5,,7.6,,0.0,0.0,0.0,0.0,No
"Nova, Iván",2018,31,161.0,533,2529,93.0,,21.1,92.7,0.0,0.0,0.0,0.0,No
"Chacín, Jhoulys",2018,30,192.2,1361,3008,89.9,44.8,0.5,90.2,0.0,0.0,0.0,0.0,No
"Carrasco, Carlos",2018,31,192.0,1121,2970,93.7,31.7,7.3,93.0,0.0,0.0,0.0,0.0,No
"Ross, Tyson",2018,31,149.2,1034,2499,90.8,41.4,,91.0,0.0,0.0,0.0,0.0,No
"Kershaw, Clayton",2018,30,161.1,1382,2364,90.8,42.1,16.4,91.1,0.0,0.0,0.0,0.0,No
"Cashner, Andrew",2018,31,153.0,700,2649,93.0,12.9,13.6,91.9,0.0,0.0,0.0,1.0,Yes
"Quintana, Jose",2018,29,174.1,697,2908,91.5,,24.1,91.5,0.0,0.0,0.0,0.0,No
"Minor, Mike",2018,30,157.0,812,2552,92.8,21.1,10.8,92.7,0.0,0.0,0.0,0.0,No
"Archer, Chris",2018,29,148.1,1080,2505,94.6,41.7,1.5,94.8,0.0,0.0,0.0,0.0,No
"Gibson, Kyle",2018,30,196.2,1013,3243,93.1,20.8,10.5,92.9,0.0,0.0,0.0,0.0,No
"Cobb, Alex",2018,30,152.1,535,2437,92.5,,22.0,91.9,2.0,0.0,0.0,0.0,Yes
"Leake, Mike",2018,30,185.2,611,2798,89.1,11.0,10.9,88.8,1.0,0.0,0.0,0.0,Yes
"Anderson, Chase",2018,30,158.0,466,2602,92.5,,17.9,91.9,0.0,0.0,0.0,0.0,No
"Holland, Derek",2018,31,171.1,995,2908,,21.8,12.5,91.5,0.0,0.0,0.0,0.0,No
"Bettis, Chad",2018,29,120.1,241,1926,90.4,,12.5,91.3,0.0,0.0,0.0,0.0,No
"Bumgarner, Madison",2018,28,129.2,466,2053,90.8,,22.8,90.6,0.0,0.0,0.0,0.0,No
"Duffy, Danny",2018,29,155.0,713,2785,93.0,16.2,9.5,93.3,0.0,0.0,0.0,1.0,Yes
"Harvey, Matt",2018,29,155.0,745,2535,93.8,24.0,5.5,94.2,0.0,0.0,0.0,0.0,No
"Porcello, Rick",2018,29,191.1,1190,3096,91.3,24.4,14.0,89.8,0.0,0.0,0.0,0.0,No
"Sale, Chris",2018,29,158.0,872,2525,95.2,34.5,,93.2,0.0,0.0,0.0,0.0,No
"Zimmermann, Jordan",2018,32,131.1,1020,2076,91.2,33.2,16.0,90.8,0.0,0.0,0.0,0.0,No
"Teheran, Julio",2018,27,175.2,798,2802,89.9,21.8,6.7,89.4,1.0,0.0,0.0,0.0,Yes
"Anderson, Tyler",2018,28,176.0,107,2853,91.9,,3.8,91.1,1.0,0.0,0.0,0.0,Yes
"Cole, Gerrit",2018,27,200.1,1275,3257,96.5,19.9,19.2,96.3,0.0,0.0,0.0,0.0,No
"Gaviglio, Sam",2018,28,123.2,695,2041,,28.4,5.7,88.0,0.0,0.0,0.0,0.0,No
"Gray, Sonny",2018,28,130.1,582,2249,93.3,3.7,23.0,93.0,0.0,0.0,0.0,0.0,No
"Hendricks, Kyle",2018,28,199.0,231,3051,87.3,,7.6,86.6,0.0,0.0,0.0,0.0,No
"Montgomery, Mike",2018,28,124.0,424,1947,91.3,,21.8,91.5,0.0,0.0,0.0,0.0,No
"Odorizzi, Jake",2018,28,164.1,771,3077,91.1,21.0,4.9,,0.0,0.0,0.0,0.0,No
"Roark, Tanner",2018,31,180.1,788,2958,91.5,12.7,14.0,91.4,0.0,0.0,0.0,0.0,No
"Strasburg, Stephen",2018,29,130.0,608,2161,94.6,8.7,19.5,93.9,0.0,0.0,0.0,0.0,No
"Bauer, Trevor",2018,27,175.1,775,2853,94.5,0.5,26.7,94.4,0.0,0.0,0.0,0.0,No
"Tanaka, Masahiro",2018,29,156.0,890,2398,91.8,33.2,3.9,90.6,0.0,0.0,0.0,0.0,No
"Stripling, Ross",2018,28,122.0,905,1999,91.8,25.2,21.7,,0.0,0.0,0.0,0.0,No
"Wheeler, Zack",2018,28,182.1,303,2884,95.8,,10.5,96.1,0.0,0.0,0.0,0.0,No
"Ureña, José",2018,26,174.0,647,2776,95.6,21.6,1.8,95.8,0.0,0.0,0.0,0.0,No
"Boyd, Matthew",2018,27,170.1,1233,2860,90.5,30.9,12.3,90.1,0.0,0.0,0.0,0.0,No
"Corbin, Patrick",2018,28,200.0,1578,3142,90.8,41.0,9.3,90.8,0.0,0.0,0.0,0.0,No
"Fiers, Mike",2018,33,172.0,887,2683,89.4,17.4,15.8,89.2,0.0,0.0,0.0,0.0,No
"Heaney, Andrew",2018,27,180.0,695,2755,,,25.2,91.9,0.0,0.0,0.0,0.0,No
"Matz, Steven",2018,27,154.0,651,2693,93.6,8.5,15.7,93.4,0.0,0.0,0.0,0.0,No
"Mikolas, Miles",2018,29,200.2,1419,3004,94.1,25.9,21.4,93.5,0.0,0.0,0.0,0.0,No
"Paxton, James",2018,29,160.1,560,2603,95.4,,21.6,,0.0,1.0,0.0,0.0,Yes
"Skaggs, Tyler",2018,26,125.1,605,2166,91.5,,28.2,90.8,1.0,0.0,0.0,0.0,Yes
"Keuchel, Dallas",2018,30,204.2,608,3310,89.7,18.4,,89.1,0.0,0.0,0.0,0.0,No
"Straily, Dan",2018,29,122.1,719,2136,90.4,32.9,0.7,90.3,0.0,0.0,0.0,0.0,No
"Covey, Dylan",2018,26,121.2,431,2053,94.6,11.7,9.3,94.1,0.0,0.0,0.0,0.0,No
"Foltynewicz, Mike",2018,26,183.0,1136,3041,96.3,27.3,10.0,96.5,0.0,0.0,0.0,0.0,No
"Gausman, Kevin",2018,27,183.2,431,3004,93.6,14.4,,,0.0,0.0,0.0,0.0,No
"Gray, Jon",2018,26,172.1,1359,2800,94.7,34.0,14.7,95.0,0.0,0.0,0.0,0.0,No
"Ray, Robbie",2018,26,123.2,1050,2287,93.6,25.5,20.5,93.8,0.0,0.0,0.0,0.0,No
"Syndergaard, Noah",2018,25,154.1,739,2412,97.6,20.9,9.8,97.3,0.0,0.0,0.0,0.0,No
"Taillon, Jameson",2018,26,191.0,1124,2960,95.2,18.4,19.7,95.2,0.0,0.0,0.0,0.0,No
"Velasquez, Vince",2018,26,146.2,756,2471,94.0,14.9,15.7,92.5,0.0,0.0,0.0,0.0,No
"Williams, Trevor",2018,26,170.2,416,2723,91.1,15.1,0.2,88.6,0.0,0.0,0.0,0.0,No
"Martinez, Carlos",2018,26,118.2,495,1974,95.1,22.4,2.7,92.6,1.0,0.0,0.0,0.0,Yes
"Rodriguez, Eduardo",2018,25,129.2,167,2313,93.3,7.2,,93.2,0.0,0.0,0.0,0.0,No
"deGrom, Jacob",2018,30,217.0,1025,3212,96.0,24.0,7.9,95.5,0.0,0.0,0.0,0.0,No
"Gonzales, Marco",2018,26,166.2,571,2564,90.1,,22.3,,0.0,0.0,0.0,0.0,No
"Junis, Jakob",2018,25,177.0,1158,2838,91.3,34.2,6.6,90.6,0.0,0.0,0.0,0.0,No
"Weaver, Luke",2018,24,136.1,304,2386,93.7,,12.7,92.1,1.0,0.0,0.0,0.0,Yes
"Pivetta, Nick",2018,25,164.0,1093,2846,94.8,16.9,21.9,94.7,0.0,0.0,0.0,0.0,No
"Bundy, Dylan",2018,25,171.2,965,2844,91.6,25.4,8.6,91.5,0.0,0.0,0.0,0.0,No
"Clevinger, Mike",2018,27,200.0,1075,3265,93.6,21.1,11.8,,0.0,0.0,0.0,0.0,No
"Fulmer, Michael",2018,25,132.1,482,2152,95.9,22.5,,95.7,0.0,0.0,0.0,0.0,No
"Nola, Aaron",2018,25,212.1,992,3212,92.7,,30.9,91.4,0.0,0.0,0.0,0.0,No
"Snell, Blake",2018,25,180.2,854,2918,95.8,9.1,20.2,,0.0,0.0,0.0,0.0,No
"Suárez, Andrew",2018,25,160.1,923,2492,92.2,23.9,13.3,92.0,0.0,0.0,0.0,0.0,No
"Rodón, Carlos",2018,25,120.2,516,1966,92.9,26.2,,93.3,0.0,0.0,0.0,0.0,No
"Romano, Sal",2018,24,145.2,699,2404,93.9,28.2,1.0,94.1,0.0,0.0,0.0,0.0,No
"Freeland, Kyle",2018,25,202.1,1100,3250,91.8,29.3,4.6,90.6,0.0,0.0,0.0,0.0,No
"Giolito, Lucas",2018,23,173.1,747,3007,92.4,14.8,10.1,92.4,0.0,0.0,0.0,0.0,No
"Márquez, Germán",2018,23,196.0,1203,3121,95.4,15.8,22.7,94.1,0.0,0.0,0.0,0.0,No
"Stratton, Chris",2018,27,145.0,677,2455,91.1,12.7,15.0,90.7,0.0,0.0,0.0,0.0,No
"Chen, Wei-Yin",2018,32,133.1,713,2224,91.1,22.1,10.3,90.6,0.0,0.0,0.0,0.0,No
"Eflin, Zach",2018,24,128.0,624,2040,94.6,24.9,5.7,93.0,0.0,0.0,0.0,2.0,Yes
"Buehler, Walker",2018,23,137.1,598,2173,96.2,15.2,13.6,96.1,0.0,0.0,0.0,0.0,No
"McCullers Jr., Lance",2018,24,128.1,982,2108,93.8,,46.6,94.2,0.0,0.0,0.0,0.0,No
"Berríos, José",2018,24,192.1,1,3068,93.4,,0.0,92.8,0.0,0.0,0.0,0.0,No
"Blach, Ty",2018,27,118.2,306,1879,,5.1,11.2,90.0,0.0,0.0,0.0,0.0,No
"Wood, Alex",2018,27,151.2,750,2443,90.4,,30.7,89.9,0.0,0.0,0.0,0.0,No
"Castillo, Luis",2018,25,169.2,455,2778,95.8,16.4,,95.6,0.0,0.0,0.0,0.0,No
"Severino, Luis",2018,24,191.1,1132,3152,97.6,36.0,,,0.0,0.0,0.0,0.0,No
"López, Reynaldo",2018,24,188.2,731,3084,95.5,17.9,5.8,93.5,0.0,0.0,0.0,0.0,No
"Maeda, Kenta",2018,30,125.1,798,2051,91.9,29.5,11.1,91.2,0.0,0.0,0.0,0.0,No
"Manaea, Sean",2018,26,160.2,295,2371,,12.4,0.2,90.4,0.0,0.0,0.0,0.0,No
"Keller, Brad",2018,22,140.1,584,2234,94.3,26.2,,93.1,0.0,0.0,0.0,0.0,No
"Lauer, Eric",2018,23,112.0,357,2026,91.2,7.1,11.5,,0.0,0.0,0.0,0.0,No
"Mahle, Tyler",2018,23,112.0,432,2071,92.4,20.5,0.5,,0.0,0.0,0.0,0.0,No
"Yarbrough, Ryan",2018,26,147.1,265,2398,89.3,,11.1,89.8,0.0,0.0,0.0,0.0,No
"Barria, Jaime",2018,21,129.1,782,2171,91.3,36.0,,90.9,0.0,0.0,0.0,0.0,No
"Godley, Zack",2018,28,178.1,1212,3008,89.2,,40.3,89.9,0.0,0.0,0.0,0.0,No
"Flaherty, Jack",2018,22,151.0,1063,2587,93.2,29.9,11.2,91.1,0.0,0.0,0.0,0.0,No
"Newcomb, Sean",2018,25,164.0,542,2921,93.0,4.3,14.3,,0.0,0.0,0.0,0.0,No
"Lucchesi, Joey",2018,25,130.0,736,2158,,,35.8,90.4,0.0,0.0,0.0,0.0,No
"Richards, Trevor",2018,25,126.1,290,2232,90.7,13.0,,,0.0,0.0,0.0,0.0,No
"Wainwright, Adam",2019,37,171.2,1025,2876,89.6,,36.8,90.0,1.0,0.0,0.0,0.0,Yes
"Greinke, Zack",2019,35,208.2,956,3113,89.9,16.2,14.8,90.4,0.0,0.0,0.0,0.0,No
"Hamels, Cole",2019,35,141.2,299,2394,91.4,,12.5,91.1,1.0,0.0,0.0,0.0,Yes
